日期,姓名,年龄,工资,邮箱,手机号,地址,部门,产品编码,订单金额,客户评分,物流时效,评价数量
2025-07-06,周九,42,15246,user917@example.com,19732190828,北京市朝阳区建国路13号,人事部,PRD9888,3486.84,83.3,8.6,111
2023-09-13,李四,37,12992,user255@example.com,18579495627,北京市朝阳区建国路14号,技术部,PRD1160,1329.31,83.7,10.5,101
2025-03-20,周九,25,12725,user809@example.com,13175550446,北京市朝阳区建国路12号,销售部,PRD1509,1341.86,77.7,12.3,115
2023/01/15,赵六,43,6645,user10@example.com,19342033311,北京市朝阳区建国路7号,人事部,PRD5223,6266.48,77.2,5.7,92
2024-06-28,周九,55,12657,user544@example.com,13719884730,北京市朝阳区建国路75号,人事部,PRD9520,2046.67,92.3,12.6,95
2025-07-30,王五,57,15361,user941@example.com,19366254589,北京市朝阳区建国路57号,人事部,PRD5209,3484.81,77.7,9.2,110
2024-10-07,吴十,24,12561,user645@example.com,18694692189,北京市朝阳区建国路84号,技术部,PRD1117,751.67,73.8,12.6,119
2024-05-04,孙八,41,19286,user489@example.com,15456544350,北京市朝阳区建国路67号,技术部,PRD4095,2510.9,87.1,5.8,79
2024-03-03,李四,47,17151,user427@example.com,19319204814,北京市朝阳区建国路41号,销售部,PRD4658,1099.38,81.9,17.3,103
2025-03-07,孙八,53,18997,user796@example.com,17668143698,北京市朝阳区建国路2号,销售部,PRD4900,1441.29,72.2,33.1,114
2025-06-09,李四,59,5105,user890@example.com,13163129080,北京市朝阳区建国路33号,技术部,PRD2364,4524.77,74.1,28.0,100
2023-10-18,周九,54,11819,user290@example.com,18913397395,北京市朝阳区建国路65号,技术部,PRD8444,3715.89,77.6,21.8,100
2024-06-19,王五,57,5726,user535@example.com,19864054878,北京市朝阳区建国路69号,市场部,PRD4559,3350.42,100,1.3,92
2024-10-21,孙八,32,15177,user659@example.com,15570177026,北京市朝阳区建国路25号,销售部,PRD8203,1566.95,90.8,10.6,100
2024-04-03,张三,26,17605,user458@example.com,19939121563,北京市朝阳区建国路45号,市场部,PRD3049,2552.23,64.2,1.8,110
2023-10-15,吴十,24,10415,user287@example.com,13279364380,北京市朝阳区建国路20号,人事部,PRD1775,5719.23,85.0,17.3,93
2023-12-21,王五,52,6341,user354@example.com,19207736550,北京市朝阳区建国路79号,销售部,PRD1119,2707.88,80.9,40.0,110
2025-09-20,周九,24,17003,user993@example.com,17249586906,北京市朝阳区建国路3号,市场部,PRD8646,1616.8,98.5,15.4,95
2024-05-03,孙八,44,13173,user488@example.com,15557569669,北京市朝阳区建国路39号,市场部,PRD3612,653.16,83.8,27.1,112
2024-11-05,周九,24,10445,user674@example.com,17848651131,北京市朝阳区建国路21号,人事部,PRD4100,3055.05,82.0,9.7,105
2023-11-21,周九,28,5060,user324@example.com,18628458351,北京市朝阳区建国路28号,市场部,PRD8233,3118.98,94.0,13.5,106
2025-09-14,周九,44,11295,user987@example.com,17821061173,北京市朝阳区建国路62号,技术部,PRD1694,4058.44,95.6,25.7,107
2023-03-27,吴十,30,16404,user85@example.com,18638418018,,技术部,PRD7207,1676.29,81.9,34.6,94
2024-01-17,赵六,44,9806,user381@example.com,15334359121,北京市朝阳区建国路100号,销售部,PRD2496,1648.62,65.7,48.5,97
2024-08-01,赵六,39,17327,user578@example.com,15183129387,北京市朝阳区建国路93号,人事部,PRD5998,2543.49,69.8,30.4,115
2025-01-13,钱七,45,14078,user743@example.com,15202824996,北京市朝阳区建国路6号,人事部,PRD9674,2405.55,90.2,1.6,92
2024-09-13,钱七,29,7383,user621@example.com,19399349845,北京市朝阳区建国路28号,技术部,PRD1262,3348.12,81.0,5.3,92
2024-05-15,张三,50,14130,user500@example.com,19771612208,北京市朝阳区建国路78号,市场部,PRD6671,5718.56,68.6,22.4,99
2025-02-16,张三,56,15047,user777@example.com,13556491849,北京市朝阳区建国路83号,技术部,PRD3488,3496.53,100,1.4,120
2024-10-04,孙八,36,10150,user642@example.com,18705214822,北京市朝阳区建国路52号,技术部,PRD3811,2981.9,97.0,31.9,84
2025-03-01,李四,23,10776,user790@example.com,17181221436,北京市朝阳区建国路21号,技术部,PRD3574,972.7,92.8,96.3,98
2024-02-02,周九,47,14018,user397@example.com,18872501561,北京市朝阳区建国路73号,人事部,PRD7137,3703.01,82.0,11.7,82
2023-05-23,李四,47,19078,user142@example.com,18959912468,北京市朝阳区建国路52号,销售部,PRD7965,3362.17,88.7,34.4,103
2025-03-19,李四,40,7946,user808@example.com,17760604637,北京市朝阳区建国路23号,市场部,PRD7338,1738.42,89.4,6.6,101
2024-08-08,赵六,35,9133,user585@example.com,15503799520,北京市朝阳区建国路1号,人事部,PRD4412,1359.28,96.5,27.3,85
2023-06-25,李四,47,8695,user175@example.com,18116706686,北京市朝阳区建国路83号,市场部,PRD8702,2844.94,84.9,18.0,104
2024-03-11,钱七,52,13684,user435@example.com,13750266991,北京市朝阳区建国路100号,技术部,PRD1568,4759.02,79.2,54.3,128
2025-01-25,孙八,20,10658,user755@example.com,18271996130,北京市朝阳区建国路12号,市场部,PRD8753,1315.66,78.8,26.7,97
2024-10-13,吴十,29,8998,user651@example.com,15632783318,北京市朝阳区建国路85号,技术部,PRD7978,7125.82,86.4,13.0,81
2023-09-05,赵六,57,12141,user247@example.com,17290365338,北京市朝阳区建国路97号,技术部,PRD6691,6079.07,88.2,7.6,113
2024-10-28,赵六,50,7064,user666@example.com,15352961094,北京市朝阳区建国路10号,市场部,PRD5183,1460.24,77.7,13.7,101
2023-05-14,钱七,48,8462,user133@example.com,13325796729,北京市朝阳区建国路44号,技术部,PRD5881,1404.49,70.5,37.3,111
2024-09-29,钱七,54,11150,user637@example.com,19137794025,北京市朝阳区建国路51号,市场部,PRD1414,2466.01,100,24.8,90
2025-04-15,张三,21,13465,user835@example.com,18820904913,北京市朝阳区建国路92号,销售部,PRD8274,3042.67,92.2,4.7,113
2023-10-11,钱七,49,18081,user283@example.com,19200483209,北京市朝阳区建国路90号,人事部,PRD3661,2551.08,79.9,10.2,107
2025-07-05,周九,52,7430,user916@example.com,18787793085,北京市朝阳区建国路92号,市场部,PRD5304,6168.22,79.1,6.0,92
2023-02-16,王五,999,18226,user46@example.com,13377950891,北京市朝阳区建国路17号,市场部,PRD6897,3411.17,79.5,47.8,95
2024-05-26,钱七,58,12878,user511@example.com,19671148805,北京市朝阳区建国路40号,技术部,PRD8282,2890.44,68.7,26.5,90
2023-03-30,钱七,54,7482,user88@example.com,13616151940,   北京市朝阳区建国路3号   ,销售部,PRD4912,9234.96,89.2,3.9,83
2025-01-14,钱七,53,7844,user744@example.com,13339703943,北京市朝阳区建国路58号,人事部,PRD3786,2675.16,74.0,14.6,96
2024-06-08,钱七,36,5824,user524@example.com,18968840463,北京市朝阳区建国路42号,技术部,PRD9009,4075.19,79.7,34.9,100
2024-09-18,张三,37,6704,user626@example.com,13209641610,北京市朝阳区建国路44号,人事部,PRD9979,3495.45,69.9,8.7,96
2025-03-21,孙八,25,5526,user810@example.com,15341331787,北京市朝阳区建国路99号,技术部,PRD3480,2661.19,87.3,11.0,93
2023-11-14,孙八,21,12617,user317@example.com,17160986830,北京市朝阳区建国路6号,销售部,PRD5612,6796.72,80.5,15.7,131
2024-10-10,李四,42,16700,user648@example.com,19139728402,北京市朝阳区建国路41号,人事部,PRD8381,2197.59,84.4,43.1,91
2025-06-18,钱七,40,6925,user899@example.com,18896250333,北京市朝阳区建国路53号,市场部,PRD7930,3071.32,83.5,47.2,110
2025-06-22,钱七,33,15462,user903@example.com,18192689556,北京市朝阳区建国路55号,销售部,PRD5706,3837.53,82.6,3.6,97
2024-10-27,周九,47,18544,user665@example.com,13823831519,北京市朝阳区建国路97号,人事部,PRD6258,5856.23,95.7,16.2,87
2025-04-14,孙八,57,17052,user834@example.com,15513258399,北京市朝阳区建国路91号,销售部,PRD8123,1987.39,93.8,8.8,103
2024-02-19,钱七,55,12138,user414@example.com,15375443195,北京市朝阳区建国路23号,人事部,PRD9684,1456.54,74.0,11.0,103
2024-08-07,李四,22,5974,user584@example.com,15376906836,北京市朝阳区建国路4号,技术部,PRD4182,6743.91,80.9,22.1,104
2023-07-12,王五,24,6555,user192@example.com,15612380041,北京市朝阳区建国路5号,人事部,PRD3915,3987.18,88.0,12.8,116
2024-05-29,王五,50,10690,user514@example.com,18675725399,北京市朝阳区建国路59号,技术部,PRD4502,1731.18,89.7,18.8,95
2023-05-16,吴十,32,5832,user135@example.com,19898732658,北京市朝阳区建国路50号,市场部,PRD3983,1320.88,84.5,19.1,101
2025-05-01,赵六,33,5778,user851@example.com,17886660252,北京市朝阳区建国路56号,市场部,PRD2668,6998.3,82.1,18.2,114
2023-11-03,赵六,52,12715,user306@example.com,17931237226,北京市朝阳区建国路69号,技术部,PRD1563,1708.87,59.7,12.9,84
2024-02-25,周九,20,18482,user420@example.com,19927766927,北京市朝阳区建国路93号,人事部,PRD6456,3544.73,96.8,9.8,90
2023-01-03,张三,34,8368,user2@example.com,19957144176,北京市朝阳区建国路33号,市场部,PRD1559,4436.98,100,18.6,94
2023,张三,57,11514,user19@example.com,18615371584,北京市朝阳区建国路50号,技术部,PRD5083,3746.94,87.4,32.7,96
2025-07-31,赵六,52,8638,user942@example.com,15326593013,北京市朝阳区建国路9号,人事部,PRD1173,1671.95,100,9.5,103
2024-12-16,李四,30,16939,user715@example.com,13278562320,北京市朝阳区建国路92号,技术部,PRD1613,3423.51,81.3,8.4,99
2024-05-05,周九,32,7632,user490@example.com,19518191839,北京市朝阳区建国路21号,销售部,PRD7648,5770.86,100,23.5,98
2025-02-27,周九,39,11573,user788@example.com,15148384569,北京市朝阳区建国路1号,销售部,PRD1321,6986.69,76.5,18.6,112
2024-06-23,周九,41,18331,user539@example.com,17479510009,北京市朝阳区建国路36号,技术部,PRD1196,5263.31,76.5,8.0,83
2023-01-24,王五,31,16694,user23@example.com,15729373065,北京市朝阳区建国路33号,技术部,PRD8554,1429.99,92.4,12.4,101
2024-10-08,吴十,57,7719,user646@example.com,19802573975,北京市朝阳区建国路36号,人事部,PRD6722,2142.39,83.1,23.8,96
2024-04-28,吴十,44,19269,user483@example.com,19384325783,北京市朝阳区建国路100号,人事部,PRD5396,4669.21,92.5,12.7,104
2025-03-12,王五,25,17636,user801@example.com,15254462293,北京市朝阳区建国路60号,销售部,PRD4083,4499.81,94.4,47.3,84
2023-03-06,李四,34,9757,user@example..com,15972828643,北京市朝阳区建国路90号,市场部,PRD3397,1824.54,81.7,16.3,109
2023-11-24,孙八,45,11185,user327@example.com,19692541510,北京市朝阳区建国路30号,销售部,PRD2013,1797.32,93.2,5.8,94
2023-04-17,孙八,46,10490,user106@example.com,13695218775,北京市朝阳区建国路73号,销售部, PRD1234,2076.99,100,7.2,91
2024-01-14,张三,20,16551,user378@example.com,17798050837,北京市朝阳区建国路44号,销售部,PRD7806,819.68,89.8,21.0,97
2024-04-09,孙八,40,6771,user464@example.com,19134809551,北京市朝阳区建国路88号,销售部,PRD9207,6026.22,79.3,11.4,103
2025-08-03,李四,52,9780,user945@example.com,19122384342,北京市朝阳区建国路92号,技术部,PRD1989,2895.2,95.3,15.1,95
2025-03-04,钱七,37,13711,user793@example.com,15592451845,北京市朝阳区建国路13号,销售部,PRD9137,4790.43,64.7,6.7,109
2025-02-01,周九,47,11446,user762@example.com,15930316723,北京市朝阳区建国路13号,人事部,PRD1158,8800.9,86.9,16.5,96
2023-09-30,吴十,31,8629,user272@example.com,19781494779,北京市朝阳区建国路60号,市场部,PRD2783,5792.09,76.8,45.2,98
2023-02-09,"赵
六",33,13070,user39@example.com,13418898259,北京市朝阳区建国路12号,市场部,PRD4347,3834.21,99.5,22.9,102
2023-07-25,张三,55,6387,user205@example.com,13497922956,北京市朝阳区建国路91号,人事部,PRD2061,"1,234.56",78.5,7.6,87
2023-10-02,赵六,41,9225,user274@example.com,17265167813,北京市朝阳区建国路52号,技术部,PRD8426,809.49,90.0,22.2,116
2025-06-10,孙八,41,14078,user891@example.com,17631693303,北京市朝阳区建国路24号,人事部,PRD7184,4961.49,93.3,21.6,85
2025-07-13,钱七,33,5021,user924@example.com,15321405847,北京市朝阳区建国路83号,技术部,PRD9140,1195.82,67.1,17.7,95
2025-08-19,张三,24,14274,user961@example.com,13277109935,北京市朝阳区建国路75号,技术部,PRD8213,3107.6,81.0,4.9,104
2023-07-20,钱七,25,12083,user200@example.com,13998261295,北京市朝阳区建国路1号,市场部,PRD9563,0.01,74.7,12.8,99
2025-01-04,赵六,24,14645,user734@example.com,15686707594,北京市朝阳区建国路91号,人事部,PRD5470,2460.43,71.8,29.2,95
2025-04-06,王五,21,7433,user826@example.com,15648860110,北京市朝阳区建国路44号,销售部,PRD8495,4483.37,91.7,11.4,88
2023-08-05,周九,37,8186,user216@example.com,13180278544,北京市朝阳区建国路77号,销售部,PRD8046,3652.22,,36.8,99
2023-09-18,张三,55,19603,user260@example.com,13570846845,北京市朝阳区建国路33号,人事部,PRD8213,4057.59,91.2,8.8,96
2024-07-12,赵六,47,15222,user558@example.com,18817294723,北京市朝阳区建国路49号,人事部,PRD2989,2933.9,87.6,37.2,108
2024-11-12,赵六,40,18281,user681@example.com,18239454257,北京市朝阳区建国路87号,销售部,PRD1075,2658.14,100,13.9,96
2024-09-28,周九,53,9795,user636@example.com,19948556773,北京市朝阳区建国路41号,销售部,PRD4537,2057.83,77.7,6.3,105
2023-06-22,赵六,36,7198,user172@example.com,17268325299,北京市朝阳区建国路69号,销售部,PRD1278,2502.17,91.5,21.3,98
2025-07-24,周九,52,15326,user935@example.com,15436366001,北京市朝阳区建国路87号,市场部,PRD3864,4028.18,100,18.7,105
2025-04-26,周九,52,13920,user846@example.com,13268136560,北京市朝阳区建国路41号,人事部,PRD7273,2256.02,69.4,13.1,91
2024-07-07,周九,58,12906,user553@example.com,18176590899,北京市朝阳区建国路38号,技术部,PRD2750,4687.13,91.0,20.8,111
2025-03-22,周九,23,8224,user811@example.com,17766889553,北京市朝阳区建国路15号,技术部,PRD6909,5182.23,66.4,5.8,97
2023-08-24,周九,28,16990,user235@example.com,19722609072,北京市朝阳区建国路59号,市场部,PRD3421,1713.95,79.6,16.6,待统计
2023-05-05,吴十,51,15093,user124@example.com,18158477849,北京市朝阳区建国路34号,销售部,PRD9776,696.07,75.7,8.9,124
2023-08-17,赵六,45,7541,user228@example.com,18924085366,北京市朝阳区建国路74号,人事部,PRD6052,1636.67,93.5,待确认,89
2024-03-21,李四,31,18046,user445@example.com,13925039932,北京市朝阳区建国路8号,销售部,PRD5906,2089.17,89.6,18.9,108
2024-08-29,吴十,46,7396,user606@example.com,13948807318,北京市朝阳区建国路6号,市场部,PRD3468,1819.92,92.1,28.6,114
2023-04-12,周九,43,16687,user101@example.com,15245197252,北京市朝阳区建国路77号,市场部,PRD-1234,532.0,85.5,6.9,98
2023-06-01,钱七,20,8054,user151@example.com,19510327870,北京市朝阳区建国路96号,技术部,PRD5583,3139.08,84.4,20.6,108
2025-04-09,赵六,30,13586,user829@example.com,15873287489,北京市朝阳区建国路74号,销售部,PRD8557,3611.18,81.2,38.1,113
2025-04-21,吴十,25,17894,user841@example.com,17187683356,北京市朝阳区建国路72号,销售部,PRD5406,3934.56,90.5,24.0,103
2025-03-09,周九,59,19323,user798@example.com,17246581224,北京市朝阳区建国路66号,人事部,PRD7144,3006.6,95.1,7.9,105
2023-07-21,王五,35,10986,user201@example.com,15486570811,北京市朝阳区建国路59号,市场部,PRD9849,1000000,89.0,14.6,89
2023-03-01,钱七,53,10000+,user59@example.com,18480771656,北京市朝阳区建国路38号,人事部,PRD3088,6155.0,82.2,6.0,99
2025-03-31,吴十,59,10797,user820@example.com,19470334770,北京市朝阳区建国路14号,销售部,PRD9423,624.83,96.9,23.1,105
2024-02-06,赵六,31,8294,user401@example.com,15872994087,北京市朝阳区建国路66号,技术部,PRD8869,2631.03,83.4,11.2,89
2023-01-27,李四,46,13393,user26@example.com,18113280105,北京市朝阳区建国路96号,市场部,PRD4547,2104.19,93.7,26.8,97
2023-10-12,孙八,52,9124,user284@example.com,19902605320,北京市朝阳区建国路46号,人事部,PRD8195,4643.79,74.4,10.0,102
2023-10-31,李四,40,12479,user303@example.com,18138194875,北京市朝阳区建国路36号,市场部,PRD1178,2693.8,89.6,28.4,103
2023-08-30,周九,43,15281,user241@example.com,13812661184,北京市朝阳区建国路81号,市场部,PRD4195,2300.84,82.4,6.1,94
2025-06-14,赵六,56,11090,user895@example.com,18372977210,北京市朝阳区建国路59号,市场部,PRD4346,2406.15,90.7,11.8,95
2023-06-03,张三,32,12970,user153@example.com,13350209530,北京市朝阳区建国路9号,市场部,PRD4446,516.56,80.4,14.4,100
2024-11-13,孙八,33,17094,user682@example.com,17960797438,北京市朝阳区建国路9号,人事部,PRD8382,12677.31,80.2,10.3,106
2023-04-07,赵六,27,16568,user96@example.com,18141726203,北京市朝阳区建国路62号,市场部门,PRD6722,2253.81,80.8,34.9,96
2024-02-16,吴十,42,12693,user411@example.com,13949987373,北京市朝阳区建国路33号,人事部,PRD4915,3851.88,79.6,15.9,104
2023-06-23,李四,21,16348,user173@example.com,15973230488,北京市朝阳区建国路65号,市场部,PRD9503,1166.88,73.6,38.6,82
2025-08-11,吴十,57,12979,user953@example.com,15218818625,北京市朝阳区建国路72号,人事部,PRD6557,1706.66,77.0,15.5,106
2023-11-04,钱七,22,13942,user307@example.com,15739789661,北京市朝阳区建国路22号,人事部,PRD5094,3439.29,82.0,48.2,102
2024-03-05,钱七,46,16779,user429@example.com,18714749381,北京市朝阳区建国路67号,人事部,PRD4386,5860.69,76.1,54.0,93
2025-03-27,王五,43,18547,user816@example.com,19227255965,北京市朝阳区建国路99号,人事部,PRD8254,1406.08,88.7,40.9,108
2023-05-13,张三,34,18489,user132@example.com,19827026211,北京市朝阳区建国路98号,销售部,PRD3558,4800.9,85.4,17.6,98
2025-08-05,赵六,41,16996,user947@example.com,17784108843,北京市朝阳区建国路29号,销售部,PRD9703,1891.08,79.4,66.7,86
2025-09-07,张三,42,13595,user980@example.com,13600425074,北京市朝阳区建国路99号,技术部,PRD3942,3768.44,72.1,21.8,111
2024-12-21,赵六,35,15699,user720@example.com,19968853549,北京市朝阳区建国路48号,销售部,PRD8044,6431.65,98.3,13.3,101
2025-09-22,吴十,27,15574,user995@example.com,19471339798,北京市朝阳区建国路37号,销售部,PRD3758,2684.87,84.0,32.6,101
2025-07-29,孙八,48,6266,user940@example.com,19347348834,北京市朝阳区建国路19号,销售部,PRD1344,2326.04,90.1,28.0,104
2024-03-18,李四,29,5545,user442@example.com,15299571398,北京市朝阳区建国路21号,人事部,PRD3239,5318.31,62.6,15.7,103
2024-01-03,周九,38,10319,user367@example.com,15343238229,北京市朝阳区建国路39号,销售部,PRD2878,1152.3,67.2,30.9,92
2025-06-16,赵六,49,11082,user897@example.com,19638138511,北京市朝阳区建国路33号,市场部,PRD5934,4209.6,71.6,4.7,105
2023-09-24,周九,39,16664,user266@example.com,19793810212,北京市朝阳区建国路22号,销售部,PRD1898,3811.93,87.5,19.7,100
2023-07-24,李四,39,16093,user204@example.com,15342663737,北京市朝阳区建国路94号,销售部,PRD9921,pending,76.5,3.4,87
2023-06-15,钱七,51,10005,user165@example.com,19769383780,北京市朝阳区建国路26号,销售部,PRD6930,1845.46,73.1,9.0,86
2023-06-09,孙八,28,17175,user159@example.com,18282981691,北京市朝阳区建国路2号,技术部,PRD1768,10244.51,87.1,30.4,105
2024-11-09,赵六,42,17873,user678@example.com,17354861946,北京市朝阳区建国路86号,销售部,PRD1475,2598.89,83.1,6.4,112
2025-09-12,周九,59,11675,user985@example.com,19651070363,北京市朝阳区建国路47号,技术部,PRD1396,2904.2,89.2,16.8,100
2024-04-22,孙八,42,16692,user477@example.com,19566050734,北京市朝阳区建国路57号,销售部,PRD3050,2152.52,100,28.0,95
2025-01-03,钱七,40,16745,user733@example.com,15478356790,北京市朝阳区建国路82号,人事部,PRD4351,2848.16,91.1,33.8,112
2023-09-10,张三,54,5341,user252@example.com,17893964013,北京市朝阳区建国路28号,市场部,PRD9530,4238.72,74.8,33.2,110
2025-02-08,钱七,26,10626,user769@example.com,17338598286,北京市朝阳区建国路50号,销售部,PRD7846,3689.95,93.3,25.5,106
2025-04-18,赵六,27,17625,user838@example.com,15868757907,北京市朝阳区建国路36号,人事部,PRD3119,4481.1,96.7,21.3,97
2025-05-16,周九,59,13905,user866@example.com,15203969030,北京市朝阳区建国路33号,人事部,PRD9678,9871.43,96.0,14.9,105
2024-07-20,周九,52,6640,user566@example.com,18648713983,北京市朝阳区建国路82号,销售部,PRD3614,957.03,90.6,30.1,94
2024-10-09,钱七,22,11506,user647@example.com,19598898654,北京市朝阳区建国路28号,技术部,PRD9482,1433.07,88.1,17.6,97
2025-08-09,周九,29,15527,user951@example.com,19294115652,北京市朝阳区建国路74号,人事部,PRD7635,5547.76,86.4,14.4,95
2023-10-27,吴十,48,7711,user299@example.com,15293169215,北京市朝阳区建国路12号,人事部,PRD2757,1570.77,88.4,20.0,96
2025-07-27,张三,46,6560,user938@example.com,15797504317,北京市朝阳区建国路46号,技术部,PRD2675,2402.2,82.2,23.2,86
2023-11-17,吴十,45,7343,user320@example.com,15836004008,北京市朝阳区建国路47号,销售部,PRD4196,7842.92,73.7,15.6,111
2024-09-15,王五,24,7139,user623@example.com,15734031621,北京市朝阳区建国路2号,销售部,PRD1765,2745.11,81.7,16.9,80
2024-09-06,王五,32,8930,user614@example.com,13474184264,北京市朝阳区建国路67号,销售部,PRD4743,2008.47,82.1,7.0,105
2025-04-30,周九,45,18703,user850@example.com,19719322387,北京市朝阳区建国路14号,市场部,PRD5488,2082.85,78.7,41.5,90
2023-04-03,李四,58,16581,user92@example.com,18271686543,北京市朝阳区建国路22号,Marketing,PRD5522,3243.9,89.7,13.9,93
2024-03-09,吴十,54,15961,user433@example.com,18151651489,北京市朝阳区建国路17号,销售部,PRD7927,2620.31,89.6,16.6,101
2023-09-04,吴十,55,10796,user246@example.com,18910586788,北京市朝阳区建国路13号,人事部,PRD8169,1469.35,88.4,14.3,99
2025-09-23,张三,47,14633,user996@example.com,15607893699,北京市朝阳区建国路84号,销售部,PRD8674,3412.45,100,16.5,106
2024-09-24,孙八,41,17643,user632@example.com,18475497328,北京市朝阳区建国路53号,人事部,PRD3995,5320.05,72.3,6.9,97
2024-08-03,王五,33,14610,user580@example.com,18614838180,北京市朝阳区建国路93号,技术部,PRD8125,4364.46,80.5,5.5,97
2023-11-22,孙八,58,14130,user325@example.com,15697710410,北京市朝阳区建国路89号,人事部,PRD1183,1140.04,78.7,47.0,97
2024-07-30,周九,54,17808,user576@example.com,19295216277,北京市朝阳区建国路85号,销售部,PRD4155,4903.4,79.2,22.3,108
2023-12-31,王五,35,7421,user364@example.com,17310456333,北京市朝阳区建国路32号,市场部,PRD8162,1948.77,88.5,3.8,119
2024-02-05,李四,24,11737,user400@example.com,15632227177,北京市朝阳区建国路71号,销售部,PRD6924,2922.11,100,9.1,93
2025-04-03,李四,43,10109,user823@example.com,18981898546,北京市朝阳区建国路38号,销售部,PRD9035,3799.32,85.5,14.9,95
2024-05-28,钱七,33,18059,user513@example.com,15375543852,北京市朝阳区建国路40号,技术部,PRD7922,6355.99,92.8,59.4,104
2024-10-24,王五,59,16309,user662@example.com,19298922466,北京市朝阳区建国路77号,技术部,PRD8285,3736.28,77.9,13.9,90
2023-06-16,钱七,43,5822,user166@example.com,17811040209,北京市朝阳区建国路38号,销售部,PRD7787,2231.33,78.8,24.3,92
2023-04-09,周九,53,14692,user98@example.com,18750352281,北京市朝阳区建国路6号,sales,PRD3986,4056.84,94.8,18.1,115
2023-12-17,孙八,41,17086,user350@example.com,13916190992,北京市朝阳区建国路95号,销售部,PRD4644,3610.15,80.4,12.1,98
2025-09-08,张三,45,17803,user981@example.com,19593045490,北京市朝阳区建国路90号,销售部,PRD7412,1344.96,79.7,24.1,102
2023-04-30,李四,28,17342,user119@example.com,18152239818,北京市朝阳区建国路72号,市场部,PRD3394,1841.05,85.0,23.1,77
2023-06-11,周九,52,10619,user161@example.com,13553230643,北京市朝阳区建国路35号,人事部,PRD4314,1926.0,80.1,29.1,97
2024-03-27,孙八,45,19202,user451@example.com,18889647538,北京市朝阳区建国路33号,销售部,PRD3088,2955.22,88.8,7.6,124
2023-05-30,孙八,58,12776,user149@example.com,15434889765,北京市朝阳区建国路6号,市场部,PRD3715,2391.76,83.0,22.8,113
2023-09-08,吴十,54,6622,user250@example.com,13210621115,北京市朝阳区建国路60号,销售部,PRD1261,3533.25,92.6,25.4,101
2025-08-01,孙八,56,13941,user943@example.com,13345920211,北京市朝阳区建国路100号,市场部,PRD8343,1678.59,96.9,33.9,106
2024-11-30,赵六,49,19859,user699@example.com,13235206006,北京市朝阳区建国路64号,市场部,PRD9925,7550.82,74.8,10.0,100
2024-09-19,李四,51,11924,user627@example.com,17641755728,北京市朝阳区建国路64号,技术部,PRD9237,2101.37,88.2,14.0,117
2025-06-23,孙八,45,14631,user904@example.com,17145920191,北京市朝阳区建国路52号,技术部,PRD7074,4004.65,74.7,17.2,91
2024-09-14,张三,49,8239,user622@example.com,18974260686,北京市朝阳区建国路41号,技术部,PRD2958,4966.84,88.2,43.3,96
2025-05-22,钱七,36,5001,user872@example.com,13130818443,北京市朝阳区建国路29号,销售部,PRD6674,2459.22,73.2,15.9,100
2025-04-08,赵六,47,5583,user828@example.com,19224795693,北京市朝阳区建国路79号,销售部,PRD8116,1025.41,76.2,16.7,92
2024-01-29,李四,56,9232,user393@example.com,19748325491,北京市朝阳区建国路15号,技术部,PRD1198,3428.68,75.8,24.4,97
2025-06-25,周九,44,13907,user906@example.com,13576800891,北京市朝阳区建国路59号,人事部,PRD3056,818.93,75.4,6.8,112
2023-10-04,孙八,57,10941,user276@example.com,15968112106,北京市朝阳区建国路2号,技术部,PRD5246,2162.03,88.7,8.6,101
2024-10-19,吴十,28,14739,user657@example.com,13641180438,北京市朝阳区建国路55号,市场部,PRD4373,2848.48,97.8,8.9,108
2023-05-04,周九,32,6481,user123@example.com,17666099828,北京市朝阳区建国路57号,市场部,PRD2849,1903.93,85.9,12.4,105
2024-10-01,赵六,40,5556,user639@example.com,17269030196,北京市朝阳区建国路48号,市场部,PRD4975,6138.47,90.5,13.3,94
2025-05-06,周九,32,15640,user856@example.com,15299425309,北京市朝阳区建国路40号,人事部,PRD2012,1811.18,72.9,19.3,87
2024-06-16,钱七,24,6796,user532@example.com,15978942652,北京市朝阳区建国路61号,销售部,PRD2914,4256.21,65.9,6.4,100
2025-01-24,赵六,55,16722,user754@example.com,17200011797,北京市朝阳区建国路70号,人事部,PRD1074,10042.54,100,11.8,91
2023-12-18,张三,25,18808,user351@example.com,17497049310,北京市朝阳区建国路83号,销售部,PRD3661,6662.63,86.8,13.0,87
2024-03-19,孙八,48,15653,user443@example.com,17967634696,北京市朝阳区建国路100号,市场部,PRD6549,7858.49,63.8,10.2,105
2023-01-05,孙八,40,18718,user4@example.com,17723544748,北京市朝阳区建国路53号,技术部,PRD1050,3322.97,72.1,15.3,108
2023-04-28,孙八,58,11016,user117@example.com,15479484110,北京市朝阳区建国路98号,销售部,PRD6371,3716.06,90.3,29.0,94
2025-04-25,王五,39,10420,user845@example.com,19472461233,北京市朝阳区建国路62号,人事部,PRD2746,1654.58,93.8,13.8,84
2024-01-24,王五,48,5390,user388@example.com,17138921222,北京市朝阳区建国路58号,技术部,PRD8589,1549.61,97.5,3.7,101
2025-04-05,孙八,25,5116,user825@example.com,19633025412,北京市朝阳区建国路36号,技术部,PRD2820,1567.7,96.7,1.4,106
2023-10-30,赵六,52,11212,user302@example.com,15731260904,北京市朝阳区建国路19号,人事部,PRD7876,2799.88,89.1,8.5,104
